JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxMTkxIzExIyQxIyQzIyQwMyQzNjEyMjIjODEjJDEjJDYjJDgz,뉴욕스마트치과의원,영상치의학과,1,3,33.33333333,129.2834115,35.4103077,260000,울산,260100,울산울주군,울산광역시 울주군 온양읍 온양로 105 6층,052-707-8275,,0
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkMzgxMTkxIzUxIyQxIyQ1IyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz,메디파트너치과의원,영상치의학과,1,2,50,127.0360332,37.5076364,110000,서울,110001,강남구,서울특별시 강남구 봉은사로 218 2층 (역삼동),02-3404-3215,,0
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxNzAyIzMxIyQxIyQzIyQxMyQzNjE4MzIjNTEjJDEjJDIjJDgz,물댄동산치과의원,영상치의학과,1,2,50,126.9189641,37.6029759,110000,서울,110015,은평구,"서울특별시 은평구 진흥로1길 28 201호 (역촌동,풍림아이원)",02-355-7528,,0
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzQxIyQxIyQ3IyQ3OSQzNjE4MzIjNTEjJDEjJDYjJDgz,베스필치과의원,영상치의학과,1,2,50,127.3878585,36.3562303,250000,대전,250003,대전서구,"대전광역시 서구 둔산북로 121 203호 (둔산동, 아너스빌)",042-488-6511,,0
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxMTkxIzMxIyQxIyQzIyQ2MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,사람사랑치과의원,영상치의학과,1,5,20,126.8638157,37.5267086,110000,서울,110020,양천구,서울특별시 양천구 목동로 203 2층 (신정동),02-2605-2275,,0
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxNzAyIzExIyQxIyQ3IyQ2MiQ0NjE0ODEjODEjJDEjJDYjJDgz,서울에스치과의원,영상치의학과,1,1,100,126.9288292,37.4987815,110000,서울,110008,동작구,서울특별시 동작구 국사봉1길 4 2층 (상도동),02-816-7528,,0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzExIyQxIyQ3IyQ3MiQyNjE4MzIjNjEjJDEjJDgjJDgz,연세새빛치과의원,영상치의학과,1,3,33.33333333,127.0677731,37.2925374,310000,경기,310604,수원영통구,"경기도 수원시 영통구 광교중앙로 254 드림타워3 304호,305호404호,405호 (하동)",031-308-7588,,0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzMxIyQyIyQ3IyQwMCQzNjEyMjIjNTEjJDEjJDIjJDgz,연세이편한치과의원,영상치의학과,1,1,100,126.99274,37.3062888,310000,경기,310602,수원장안구,경기도 수원시 장안구 파장로 74 302호 (파장동),031-244-6411,,0
JDQ4MTg4MSM1MSMkMSMkNCMkNzIkMzgxMzUxIzExIyQxIyQ3IyQ3MiQzNjEwMDIjNzEjJDEjJDgjJDgz,연세혁치과의원,영상치의학과,1,1,100,127.0131222,37.4943949,110000,서울,110021,서초구,"서울특별시 서초구 법원로2길 21 404호 (서초동, 칠보빌딩)",02-3476-2207,,0
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMzUxIzExIyQxIyQ3IyQxMyQzNjE4MzIjNjEjJDEjJDQjJDgz,이즈치과의원,영상치의학과,1,1,100,127.3888353,36.3415048,250000,대전,250003,대전서구,"대전광역시 서구 계룡로 590 3,4층 (괴정동)",042-534-2872,,0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQxIyQxMyQyNjEwMDIjNjEjJDEjJDAjJDgz,일곱가지약속치과의원,영상치의학과,1,3,33.33333333,128.5370938,35.8191042,230000,대구,230007,대구달서구,대구광역시 달서구 월배로 219 5층 (상인동),053-639-2828,,0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,하나치과의원,영상치의학과,1,1,100,127.6349656,37.2916448,310000,경기,312900,여주시,경기도 여주시 세종로 70 (홍문동),031-885-2080,,0
